//type	cx	cy	sx	sy	z	dig	time	percent	count	vnum
//----------------------------------------------------------
g	238	1264	5	5	0	0	30s	100	1	6834
g	252	1229	5	5	0	0	30s	100	1	6834
g	240	1203	5	5	0	0	30s	100	1	6834
g	254	1167	5	5	0	0	30s	100	1	6834
g	237	1143	5	5	0	0	30s	100	1	6834
g	251	1108	5	5	0	0	30s	100	1	6834
g	238	1083	5	5	0	0	30s	100	1	6834
g	253	1050	5	5	0	0	30s	100	1	6834
g	238	1014	5	5	0	0	30s	100	1	6834
g	253	989	5	5	0	0	30s	100	1	6834
g	238	960	5	5	0	0	30s	100	1	6834
g	251	929	5	5	0	0	30s	100	1	6834
g	239	898	5	5	0	0	30s	100	1	6834
g	251	872	5	5	0	0	30s	100	1	6834
g	241	835	5	5	0	0	30s	100	1	6834
g	217	847	5	5	0	0	30s	100	1	6834
g	197	835	5	5	0	0	30s	100	1	6834
g	166	849	5	5	0	0	30s	100	1	6834
g	151	833	5	5	0	0	30s	100	1	6834
g	117	836	5	5	0	0	30s	100	1	6834
g	131	863	5	5	0	0	30s	100	1	6834
g	115	878	5	5	0	0	30s	100	1	6834
g	99	984	5	5	0	0	30s	100	1	6834
g	123	999	5	5	0	0	30s	100	1	6834
g	147	983	5	5	0	0	30s	100	1	6834
g	168	999	5	5	0	0	30s	100	1	6834
g	195	986	5	5	0	0	30s	100	1	6834
g	211	998	5	5	0	0	30s	100	1	6834
g	277	998	5	5	0	0	30s	100	1	6834
g	320	985	5	5	0	0	30s	100	1	6834
g	337	998	5	5	0	0	30s	100	1	6834
g	360	989	5	5	0	0	30s	100	1	6834
g	383	1000	5	5	0	0	30s	100	1	6834
g	403	988	5	5	0	0	30s	100	1	6834
g	434	1014	5	5	0	0	30s	100	1	6834
g	419	1031	5	5	0	0	30s	100	1	6834
g	418	1068	5	5	0	0	30s	100	1	6834
g	428	1109	5	5	0	0	30s	100	1	6834
g	395	1120	5	5	0	0	30s	100	1	6834
g	371	1104	5	5	0	0	30s	100	1	6834
g	342	1120	5	5	0	0	30s	100	1	6834
g	322	1105	5	5	0	0	30s	100	1	6834
g	284	1105	5	5	0	0	30s	100	1	6834
g	275	1286	5	5	0	0	30s	100	1	6834
g	289	1300	5	5	0	0	30s	100	1	6834
g	315	1286	5	5	0	0	30s	100	1	6834
g	330	1299	5	5	0	0	30s	100	1	6834
g	428	1233	5	5	0	0	30s	100	1	6834
g	442	1214	5	5	0	0	30s	100	1	6834
g	430	1184	5	5	0	0	30s	100	1	6834
g	458	1194	5	5	0	0	30s	100	1	6834
g	475	1180	5	5	0	0	30s	100	1	6834
g	514	1184	5	5	0	0	30s	100	1	6834
g	536	1195	5	5	0	0	30s	100	1	6834
g	560	1179	5	5	0	0	30s	100	1	6834
g	551	1151	5	5	0	0	30s	100	1	6834
g	564	1139	5	5	0	0	30s	100	1	6834
g	518	1093	5	5	0	0	30s	100	1	6834
g	536	1103	5	5	0	0	30s	100	1	6834
g	581	1089	5	5	0	0	30s	100	1	6834
g	549	1060	5	5	0	0	30s	100	1	6834
g	484	1287	5	5	0	0	30s	100	1	6834
g	531	1287	5	5	0	0	30s	100	1	6834
g	556	1299	5	5	0	0	30s	100	1	6834
g	585	1283	5	5	0	0	30s	100	1	6834
g	601	1296	5	5	0	0	30s	100	1	6834
g	638	1282	5	5	0	0	30s	100	1	6834
g	661	1298	5	5	0	0	30s	100	1	6834
g	681	1255	5	5	0	0	30s	100	1	6834
g	710	1283	5	5	0	0	30s	100	1	6834
g	687	1314	5	5	0	0	30s	100	1	6834
g	688	1368	5	5	0	0	30s	100	1	6834
g	526	1482	5	5	0	0	30s	100	1	6834
g	535	1455	5	5	0	0	30s	100	1	6834
g	522	1415	5	5	0	0	30s	100	1	6834
g	548	1432	5	5	0	0	30s	100	1	6834
g	572	1416	5	5	0	0	30s	100	1	6834
g	596	1431	5	5	0	0	30s	100	1	6834
g	344	1449	5	5	0	0	30s	100	1	6834
g	371	1462	5	5	0	0	30s	100	1	6834
g	404	1449	5	5	0	0	30s	100	1	6834
g	434	1459	5	5	0	0	30s	100	1	6834
g	431	1426	5	5	0	0	30s	100	1	6834
g	445	1395	5	5	0	0	30s	100	1	6834
g	385	1284	5	5	0	0	30s	100	1	6834
g	239	1353	5	5	0	0	30s	100	1	6834
g	250	1315	5	5	0	0	30s	100	1	6834
g	243	1290	5	5	0	0	30s	100	1	6834
g	340	891	5	5	0	0	30s	100	1	6834
g	378	931	5	5	0	0	30s	100	1	6834
g	414	897	5	5	0	0	30s	100	1	6834
g	376	866	5	5	0	0	30s	100	1	6834
g	378	892	5	5	0	0	30s	100	1	6834
g	349	652	5	5	0	0	30s	100	1	6834
g	388	614	5	5	0	0	30s	100	1	6834
g	427	646	5	5	0	0	30s	100	1	6834
g	385	687	5	5	0	0	30s	100	1	6834
g	634	212	5	5	0	0	30s	100	1	6834
g	652	238	5	5	0	0	30s	100	1	6834
g	637	261	5	5	0	0	30s	100	1	6834
g	648	284	5	5	0	0	30s	100	1	6834
g	615	299	5	5	0	0	30s	100	1	6834
g	645	335	5	5	0	0	30s	100	1	6834
g	680	300	5	5	0	0	30s	100	1	6834
g	731	298	5	5	0	0	30s	100	1	6834
g	760	299	5	5	0	0	30s	100	1	6834
g	761	333	5	5	0	0	30s	100	1	6834
g	815	86	5	5	0	0	30s	100	1	6834
g	732	124	5	5	0	0	30s	100	1	6834
g	759	137	5	5	0	0	30s	100	1	6834
g	786	122	5	5	0	0	30s	100	1	6834
g	812	122	5	5	0	0	30s	100	1	6834
g	824	150	5	5	0	0	30s	100	1	6834
g	813	212	5	5	0	0	30s	100	1	6834
g	813	243	5	5	0	0	30s	100	1	6834
g	849	243	5	5	0	0	30s	100	1	6834
g	875	254	5	5	0	0	30s	100	1	6834
g	900	241	5	5	0	0	30s	100	1	6834
g	915	265	5	5	0	0	30s	100	1	6834
g	904	287	5	5	0	0	30s	100	1	6834
g	1037	1215	5	5	0	0	30s	100	1	6834
g	1067	1229	5	5	0	0	30s	100	1	6834
g	1106	1127	5	5	0	0	30s	100	1	6834
g	1128	1136	5	5	0	0	30s	100	1	6834
g	1156	1125	5	5	0	0	30s	100	1	6834
g	1185	1141	5	5	0	0	30s	100	1	6834
g	1220	1126	5	5	0	0	30s	100	1	6834
g	1248	1140	5	5	0	0	30s	100	1	6834
g	1278	1124	5	5	0	0	30s	100	1	6834
g	1296	1157	5	5	0	0	30s	100	1	6834
g	1272	1174	5	5	0	0	30s	100	1	6834
g	1291	1192	5	5	0	0	30s	100	1	6834
g	1277	1218	5	5	0	0	30s	100	1	6834
g	1289	1251	5	5	0	0	30s	100	1	6834
g	1273	1276	5	5	0	0	30s	100	1	6834
g	1289	1306	5	5	0	0	30s	100	1	6834
g	1096	1171	5	5	0	0	30s	100	1	6834
g	1108	1191	5	5	0	0	30s	100	1	6834
g	1096	1249	5	5	0	0	30s	100	1	6834
g	1110	1278	5	5	0	0	30s	100	1	6834
g	1094	1304	5	5	0	0	30s	100	1	6834
g	1122	1321	5	5	0	0	30s	100	1	6834
g	1146	1307	5	5	0	0	30s	100	1	6834
g	1170	1319	5	5	0	0	30s	100	1	6834
g	1202	1307	5	5	0	0	30s	100	1	6834
g	1227	1318	5	5	0	0	30s	100	1	6834
g	1256	1307	5	5	0	0	30s	100	1	6834
g	1279	1339	5	5	0	0	30s	100	1	6834
g	1282	1364	5	5	0	0	30s	100	1	6834
g	1399	997	5	5	0	0	30s	100	1	6834
g	1389	1027	5	5	0	0	30s	100	1	6834
g	1404	1047	5	5	0	0	30s	100	1	6834
g	1390	1079	5	5	0	0	30s	100	1	6834
g	1404	1104	5	5	0	0	30s	100	1	6834
g	1393	1130	5	5	0	0	30s	100	1	6834
g	1429	1125	5	5	0	0	30s	100	1	6834
g	1480	1130	5	5	0	0	30s	100	1	6834
g	1513	1127	5	5	0	0	30s	100	1	6834
g	1472	1037	5	5	0	0	30s	100	1	6834
g	1497	1049	5	5	0	0	30s	100	1	6834
g	1520	1036	5	5	0	0	30s	100	1	6834
g	1520	1070	5	5	0	0	30s	100	1	6834
g	1507	1093	5	5	0	0	30s	100	1	6834
g	1511	1165	5	5	0	0	30s	100	1	6834
g	1523	1186	5	5	0	0	30s	100	1	6834
g	1513	1211	5	5	0	0	30s	100	1	6834
g	1521	1238	5	5	0	0	30s	100	1	6834
g	1511	1269	5	5	0	0	30s	100	1	6834
g	1515	1292	5	5	0	0	30s	100	1	6834
g	1519	1338	5	5	0	0	30s	100	1	6834
g	1480	1337	5	5	0	0	30s	100	1	6834
g	1435	1338	5	5	0	0	30s	100	1	6834
g	1423	1363	5	5	0	0	30s	100	1	6834
g	1425	1388	5	5	0	0	30s	100	1	6834
g	558	1070	5	5	0	0	30s	100	1	6834
g	560	1095	5	5	0	0	30s	100	1	6834
g	552	1111	5	5	0	0	30s	100	1	6834
g	575	1109	5	5	0	0	30s	100	1	6834
g	353	891	5	5	0	0	30s	100	1	6834
g	392	887	5	5	0	0	30s	100	1	6834
g	381	911	5	5	0	0	30s	100	1	6834
g	370	886	5	5	0	0	30s	100	1	6834
g	424	1269	5	5	0	0	30s	100	1	6834
g	449	1277	5	5	0	0	30s	100	1	6834
g	427	1301	5	5	0	0	30s	100	1	6834
g	454	1305	5	5	0	0	30s	100	1	6834
g	233	1445	5	5	0	0	30s	100	1	6834
g	251	1453	5	5	0	0	30s	100	1	6834
g	238	1474	5	5	0	0	30s	100	1	6834
g	246	1507	5	5	0	0	30s	100	1	6834
g	287	1451	5	5	0	0	30s	100	1	6834
g	678	1406	5	5	0	0	30s	100	1	6834
g	702	1421	5	5	0	0	30s	100	1	6834
g	698	1439	5	5	0	0	30s	100	1	6834
g	675	1434	5	5	0	0	30s	100	1	6834
g	677	1424	5	5	0	0	30s	100	1	6834
g	676	1278	5	5	0	0	30s	100	1	6834
g	694	1294	5	5	0	0	30s	100	1	6834
g	1269	1434	5	5	0	0	30s	100	1	6834
g	1293	1432	5	5	0	0	30s	100	1	6834
g	1282	1468	5	5	0	0	30s	100	1	6834
g	1272	1468	5	5	0	0	30s	100	1	6834
g	1432	1428	5	5	0	0	30s	100	1	6834
g	1433	1459	5	5	0	0	30s	100	1	6834
g	1408	1450	5	5	0	0	30s	100	1	6834
g	1410	1430	5	5	0	0	30s	100	1	6834
g	1388	1056	5	5	0	0	30s	100	1	6834
g	1394	1109	5	5	0	0	30s	100	1	6834
g	1103	1216	5	5	0	0	30s	100	1	6834
g	1096	1280	5	5	0	0	30s	100	1	6834
g	1123	1305	5	5	0	0	30s	100	1	6834
g	1469	1445	5	5	0	0	30s	100	1	6834
g	1430	1500	5	5	0	0	30s	100	1	6834
g	1279	1485	5	5	0	0	30s	100	1	6834
g	436	1332	5	5	0	0	30s	100	1	6834
g	252	1435	5	5	0	0	30s	100	1	6834
g	245	1410	5	5	0	0	30s	100	1	6834
g	189	1453	5	5	0	0	30s	100	1	6834
g	81	989	5	5	0	0	30s	100	1	6834
g	106	1105	5	5	0	0	30s	100	1	6834
g	148	1152	5	5	0	0	30s	100	1	6834
g	156	1231	5	5	0	0	30s	100	1	6834
g	156	1290	5	5	0	0	30s	100	1	6834
g	224	1291	5	5	0	0	30s	100	1	6834
g	63	1441	5	5	0	0	30s	100	1	6834
g	70	1408	5	5	0	0	30s	100	1	6834
g	60	1379	5	5	0	0	30s	100	1	6834
g	381	1453	5	5	0	0	30s	100	1	6834
g	398	652	5	5	0	0	30s	100	1	6834
g	376	655	5	5	0	0	30s	100	1	6834
g	478	643	5	5	0	0	30s	100	1	6834
g	502	644	5	5	0	0	30s	100	1	6834
g	498	671	5	5	0	0	30s	100	1	6834
g	479	672	5	5	0	0	30s	100	1	6834
g	632	402	5	5	0	0	30s	100	1	6834
g	657	402	5	5	0	0	30s	100	1	6834
g	645	430	5	5	0	0	30s	100	1	6834
g	639	419	5	5	0	0	30s	100	1	6834
g	639	300	5	5	0	0	30s	100	1	6834
g	667	306	5	5	0	0	30s	100	1	6834
g	641	241	5	5	0	0	30s	100	1	6834
g	913	115	5	5	0	0	30s	100	1	6834
g	941	128	5	5	0	0	30s	100	1	6834
g	922	152	5	5	0	0	30s	100	1	6834
g	903	140	5	5	0	0	30s	100	1	6834
g	1130	112	5	5	0	0	30s	100	1	6834
g	1143	124	5	5	0	0	30s	100	1	6834
g	1129	151	5	5	0	0	30s	100	1	6834
g	1109	123	5	5	0	0	30s	100	1	6834
g	1109	123	5	5	0	0	30s	100	1	6834
g	642	350	5	5	0	0	30s	100	1	6834
g	763	316	5	5	0	0	30s	100	1	6834
g	768	345	5	5	0	0	30s	100	1	6834
g	835	252	5	5	0	0	30s	100	1	6834
g	879	239	5	5	0	0	30s	100	1	6834
g	906	268	5	5	0	0	30s	100	1	6834
g	825	196	5	5	0	0	30s	100	1	6834
g	812	146	5	5	0	0	30s	100	1	6834
g	830	121	5	5	0	0	30s	100	1	6834
g	820	89	5	5	0	0	30s	100	1	6834
g	914	133	5	5	0	0	30s	100	1	6834
g	1111	134	5	5	0	0	30s	100	1	6834
g	1130	138	5	5	0	0	30s	100	1	6834
g	969	122	5	5	0	0	30s	100	1	6834
g	83	1288	5	5	0	0	30s	100	1	6834
g	391	665	5	5	0	0	30s	100	1	6834
g	383	646	5	5	0	0	30s	100	1	6836
g	378	665	5	5	0	0	30s	100	1	6836
g	404	662	5	5	0	0	30s	100	1	6836
g	478	659	5	5	0	0	30s	100	1	6836
g	495	659	5	5	0	0	30s	100	1	6836
g	491	631	5	5	0	0	30s	100	1	6836
g	622	400	5	5	0	0	30s	100	1	6836
g	647	384	5	5	0	0	30s	100	1	6836
g	647	413	5	5	0	0	30s	100	1	6836
g	638	305	5	5	0	0	30s	100	1	6836
g	660	295	5	5	0	0	30s	100	1	6836
g	370	905	5	5	0	0	30s	100	1	6836
g	394	899	5	5	0	0	30s	100	1	6836
g	427	1278	5	5	0	0	30s	100	1	6836
g	452	1297	5	5	0	0	30s	100	1	6836
g	430	1306	5	5	0	0	30s	100	1	6836
g	409	1290	5	5	0	0	30s	100	1	6836
g	373	1298	5	5	0	0	30s	100	1	6836
g	333	1293	5	5	0	0	30s	100	1	6836
g	264	1298	5	5	0	0	30s	100	1	6836
g	197	1294	5	5	0	0	30s	100	1	6836
g	238	1295	5	5	0	0	30s	100	1	6836
g	244	1284	5	5	0	0	30s	100	1	6836
g	165	1296	5	5	0	0	30s	100	1	6836
g	231	1457	5	5	0	0	30s	100	1	6836
g	270	1463	5	5	0	0	30s	100	1	6836
g	263	1450	5	5	0	0	30s	100	1	6836
g	348	1456	5	5	0	0	30s	100	1	6836
g	435	1388	5	5	0	0	30s	100	1	6836
g	442	1435	5	5	0	0	30s	100	1	6836
g	444	1286	5	5	0	0	30s	100	1	6836
g	691	1441	5	5	0	0	30s	100	1	6836
g	691	1402	5	5	0	0	30s	100	1	6836
g	681	1288	5	5	0	0	30s	100	1	6836
g	696	1252	5	5	0	0	30s	100	1	6836
g	536	1297	5	5	0	0	30s	100	1	6836
g	570	1286	5	5	0	0	30s	100	1	6836
g	1084	1219	5	5	0	0	30s	100	1	6836
g	1100	1252	5	5	0	0	30s	100	1	6836
g	1103	1272	5	5	0	0	30s	100	1	6836
g	1109	1312	5	5	0	0	30s	100	1	6836
g	1142	1318	5	5	0	0	30s	100	1	6836
g	1205	1317	5	5	0	0	30s	100	1	6836
g	1233	1312	5	5	0	0	30s	100	1	6836
g	1277	1310	5	5	0	0	30s	100	1	6836
g	1287	1277	5	5	0	0	30s	100	1	6836
g	1283	1235	5	5	0	0	30s	100	1	6836
g	1280	1166	5	5	0	0	30s	100	1	6836
g	1274	1135	5	5	0	0	30s	100	1	6836
g	1237	1132	5	5	0	0	30s	100	1	6836
g	1194	1133	5	5	0	0	30s	100	1	6836
g	1142	1131	5	5	0	0	30s	100	1	6836
g	1101	1149	5	5	0	0	30s	100	1	6836
g	1275	1444	5	5	0	0	30s	100	1	6836
g	1301	1437	5	5	0	0	30s	100	1	6836
g	1419	1446	5	5	0	0	30s	100	1	6836
g	1441	1437	5	5	0	0	30s	100	1	6836
g	1391	1021	5	5	0	0	30s	100	1	6836
g	811	126	5	5	0	0	30s	100	1	6836
g	831	132	5	5	0	0	30s	100	1	6836
g	819	115	5	5	0	0	30s	100	1	6836
g	928	116	5	5	0	0	30s	100	1	6836
g	1118	111	5	5	0	0	30s	100	1	6836
g	1131	129	5	5	0	0	30s	100	1	6836
g	932	135	5	5	0	0	30s	100	1	6836
g	920	98	5	5	0	0	30s	100	1	6836
g	650	307	5	5	0	0	30s	100	1	6836
g	640	293	5	5	0	0	30s	100	1	6836
g	247	1306	5	5	0	0	30s	100	1	6836
g	248	1468	5	5	0	0	30s	100	1	6836
g	238	992	5	5	0	0	30s	100	1	6836
g	246	997	5	5	0	0	30s	100	1	6836
g	247	981	5	5	0	0	30s	100	1	6836
g	527	1442	5	5	0	0	30s	100	1	6836
g	697	1284	5	5	0	0	30s	100	1	6836
g	1264	1453	5	5	0	0	30s	100	1	6836
g	1415	1462	5	5	0	0	30s	100	1	6836
g	1299	1454	5	5	0	0	30s	100	1	6836
g	1431	1041	5	5	0	0	30s	100	1	6836
g	907	248	5	5	0	0	30s	100	1	6836
g	232	982	5	5	0	0	30s	100	1	6836
g	683	1302	5	5	0	0	30s	100	1	6836
g	547	1097	5	5	0	0	30s	100	1	6836
g	389	644	5	5	0	0	30s	100	1	6836
g	424	657	5	5	0	0	30s	100	1	6836
g	523	656	5	5	0	0	30s	100	1	6836
g	489	608	5	5	0	0	30s	100	1	6836
g	682	406	5	5	0	0	30s	100	1	6836
g	745	306	5	5	0	0	30s	100	1	6836
g	649	256	5	5	0	0	30s	100	1	6836
g	645	200	5	5	0	0	30s	100	1	6836
g	764	118	5	5	0	0	30s	100	1	6836
g	800	135	5	5	0	0	30s	100	1	6836
g	817	101	5	5	0	0	30s	100	1	6836
g	867	130	5	5	0	0	30s	100	1	6836
g	1001	130	5	5	0	0	30s	100	1	6836
g	1035	131	5	5	0	0	30s	100	1	6836
g	1085	128	5	5	0	0	30s	100	1	6836
g	1179	130	5	5	0	0	30s	100	1	6836
g	1128	171	5	5	0	0	30s	100	1	6836
g	600	402	5	5	0	0	30s	100	1	6836
g	647	455	5	5	0	0	30s	100	1	6836
g	137	840	5	5	0	0	30s	100	1	6836
g	69	936	5	5	0	0	30s	100	1	6836
g	57	974	5	5	0	0	30s	100	1	6836
g	127	987	5	5	0	0	30s	100	1	6836
g	155	1137	5	5	0	0	30s	100	1	6836
g	148	1197	5	5	0	0	30s	100	1	6836
g	135	1288	5	5	0	0	30s	100	1	6836
g	255	1291	5	5	0	0	30s	100	1	6836
g	61	1325	5	5	0	0	30s	100	1	6836
g	65	1351	5	5	0	0	30s	100	1	6836
g	248	1127	5	5	0	0	30s	100	1	6836
g	358	1113	5	5	0	0	30s	100	1	6836
g	423	1088	5	5	0	0	30s	100	1	6836
g	433	995	5	5	0	0	30s	100	1	6836
g	421	989	5	5	0	0	30s	100	1	6836
g	281	986	5	5	0	0	30s	100	1	6836
g	419	999	5	5	0	0	30s	100	1	6836
g	250	888	5	5	0	0	30s	100	1	6836
g	246	854	5	5	0	0	30s	100	1	6836
g	377	881	5	5	0	0	30s	100	1	6836
g	378	904	5	5	0	0	30s	100	1	6836
g	560	1087	5	5	0	0	30s	100	1	6836
g	1392	1043	5	5	0	0	30s	100	1	6836
g	1413	1035	5	5	0	0	30s	100	1	6836
g	1395	1093	5	5	0	0	30s	100	1	6836
g	1407	1135	5	5	0	0	30s	100	1	6836
g	1423	1341	5	5	0	0	30s	100	1	6836
g	1419	1435	5	5	0	0	30s	100	1	6836
g	1434	1460	5	5	0	0	30s	100	1	6836
g	1422	1489	5	5	0	0	30s	100	1	6836
g	1461	1440	5	5	0	0	30s	100	1	6836
g	1469	1346	5	5	0	0	30s	100	1	6836
g	1503	1337	5	5	0	0	30s	100	1	6836
g	1511	1354	5	5	0	0	30s	100	1	6836
g	1513	1326	5	5	0	0	30s	100	1	6836
g	1523	1268	5	5	0	0	30s	100	1	6836
g	1511	1235	5	5	0	0	30s	100	1	6836
g	1516	1190	5	5	0	0	30s	100	1	6836
g	1520	1151	5	5	0	0	30s	100	1	6836
g	1521	1111	5	5	0	0	30s	100	1	6836
g	1516	1082	5	5	0	0	30s	100	1	6836
g	1514	1044	5	5	0	0	30s	100	1	6836
g	1395	1067	5	5	0	0	30s	100	1	6836
g	687	1459	5	5	0	0	30s	100	1	6836
g	644	1419	5	5	0	0	30s	100	1	6836
g	723	1422	5	5	0	0	30s	100	1	6836
g	691	1385	5	5	0	0	30s	100	1	6836
g	689	1324	5	5	0	0	30s	100	1	6836
g	722	1289	5	5	0	0	30s	100	1	6836
g	421	1452	5	5	0	0	30s	100	1	6836
g	173	1455	5	5	0	0	30s	100	1	6836
g	249	1340	5	5	0	0	30s	100	1	6836
g	243	1228	5	5	0	0	30s	100	1	6836
g	245	1162	5	5	0	0	30s	100	1	6836
g	428	1067	5	5	0	0	30s	100	1	6836
g	270	1114	5	5	0	0	30s	100	1	6836
g	238	1039	5	5	0	0	30s	100	1	6836
g	105	993	5	5	0	0	30s	100	1	6836
g	62	1053	5	5	0	0	30s	100	1	6836
g	59	1100	5	5	0	0	30s	100	1	6836
g	153	1112	5	5	0	0	30s	100	1	6836
g	157	1124	5	5	0	0	30s	100	1	6836
g	252	1298	5	5	0	0	30s	100	1	6836
g	242	1301	5	5	0	0	30s	100	1	6836
g	242	1445	5	5	0	0	30s	100	1	6836
g	225	1429	5	5	0	0	30s	100	1	6836
g	687	1422	5	5	0	0	30s	100	1	6836
g	1291	1449	5	5	0	0	30s	100	1	6836
g	1285	1431	5	5	0	0	30s	100	1	6836
g	1435	1444	5	5	0	0	30s	100	1	6836
g	1096	1197	5	5	0	0	30s	100	1	6836
g	1053	1224	5	5	0	0	30s	100	1	6836
g	1006	1223	5	5	0	0	30s	100	1	6836
g	825	134	5	5	0	0	30s	100	1	6836
g	912	123	5	5	0	0	30s	100	1	6836
g	923	85	5	5	0	0	30s	100	1	6836
g	998	124	5	5	0	0	30s	100	1	6836
g	1039	123	5	5	0	0	30s	100	1	6836
g	1070	125	5	5	0	0	30s	100	1	6836
g	1083	136	5	5	0	0	30s	100	1	6836
g	1121	143	5	5	0	0	30s	100	1	6836
g	1124	88	5	5	0	0	30s	100	1	6836
g	862	245	5	5	0	0	30s	100	1	6836
g	754	298	5	5	0	0	30s	100	1	6836
g	767	307	5	5	0	0	30s	100	1	6836
g	666	417	5	5	0	0	30s	100	1	6836
g	484	650	5	5	0	0	30s	100	1	6836
g	373	648	5	5	0	0	30s	100	1	6836
g	385	657	5	5	0	0	30s	100	1	6836
g	389	865	5	5	0	0	30s	100	1	6836
g	375	846	5	5	0	0	30s	100	1	6836
g	560	1122	5	5	0	0	30s	100	1	6836
g	565	1098	5	5	0	0	30s	100	1	6836
g	539	1088	5	5	0	0	30s	100	1	6836
g	560	1099	5	5	0	0	30s	100	1	6836
g	255	1452	5	5	0	0	30s	100	1	6836
g	230	1449	5	5	0	0	30s	100	1	6836
g	442	1225	5	5	0	0	30s	100	1	6836
g	408	1111	5	5	0	0	30s	100	1	6836
g	323	1116	5	5	0	0	30s	100	1	6836
g	254	987	5	5	0	0	30s	100	1	6836
g	228	987	5	5	0	0	30s	100	1	6836
g	251	928	5	5	0	0	30s	100	1	6836
g	236	912	5	5	0	0	30s	100	1	6836
g	244	864	5	5	0	0	30s	100	1	6836
g	125	855	5	5	0	0	30s	100	1	6836
g	426	1025	5	5	0	0	30s	100	1	6836
g	965	1218	5	5	0	0	30s	100	1	6831
g	938	1230	5	5	0	0	30s	100	1	6831
g	933	1216	5	5	0	0	30s	100	1	6831
g	817	1240	5	5	0	0	30s	100	1	6831
g	833	1238	5	5	0	0	30s	100	1	6831
g	862	1238	5	5	0	0	30s	100	1	6831
g	893	1242	5	5	0	0	30s	100	1	6831
g	915	1243	5	5	0	0	30s	100	1	6831
g	914	1258	5	5	0	0	30s	100	1	6831
g	887	1262	5	5	0	0	30s	100	1	6831
g	854	1261	5	5	0	0	30s	100	1	6831
g	821	1256	5	5	0	0	30s	100	1	6831
g	847	1250	5	5	0	0	30s	100	1	6831
g	872	1251	5	5	0	0	30s	100	1	6831
g	837	1260	5	5	0	0	30s	100	1	6829
g	848	1247	5	5	0	0	30s	100	1	6829
g	869	1262	5	5	0	0	30s	100	1	6829
g	880	1244	5	5	0	0	30s	100	1	6829
g	905	1255	5	5	0	0	30s	100	1	6829
g	887	1252	5	5	0	0	30s	100	1	6829
g	812	1228	5	5	0	0	30s	100	1	6829
g	823	1226	5	5	0	0	30s	100	1	6829
g	875	1230	5	5	0	0	30s	100	1	6830
g	860	1247	5	5	0	0	30s	100	1	6830
g	902	1249	5	5	0	0	30s	100	1	6830
g	836	1248	5	5	0	0	30s	100	1	6830
g	899	1232	5	5	0	0	30s	100	1	6830
g	845	1229	5	5	0	0	30s	100	1	6832
g	890	1231	5	5	0	0	30s	100	1	6832
g	914	1227	5	5	0	0	30s	100	1	6832
g	808	1240	5	5	0	0	30s	100	1	6832
g	866	1229	5	5	0	0	30s	100	1	6833
g	903	1240	5	5	0	0	30s	100	1	6833
g	873	1243	5	5	0	0	30s	100	1	6833
g	832	1182	5	5	0	0	30s	100	1	6834
g	866	1183	5	5	0	0	30s	100	1	6834
g	896	1183	5	5	0	0	30s	100	1	6834
g	913	1185	5	5	0	0	30s	100	1	6834
g	898	1196	5	5	0	0	30s	100	1	6834
g	826	1197	5	5	0	0	30s	100	1	6834
g	849	1186	5	5	0	0	30s	100	1	6835
g	868	1196	5	5	0	0	30s	100	1	6835
g	885	1187	5	5	0	0	30s	100	1	6835
g	909	1198	5	5	0	0	30s	100	1	6835
g	817	1191	5	5	0	0	30s	100	1	6835
g	816	1202	5	5	0	0	30s	100	1	6836
g	836	1191	5	5	0	0	30s	100	1	6836
g	845	1201	5	5	0	0	30s	100	1	6836
g	851	1181	5	5	0	0	30s	100	1	6836
g	858	1196	5	5	0	0	30s	100	1	6836
g	879	1190	5	5	0	0	30s	100	1	6836
g	878	1184	5	5	0	0	30s	100	1	6836
g	884	1201	5	5	0	0	30s	100	1	6836
g	907	1186	5	5	0	0	30s	100	1	6836
g	909	1186	5	5	0	0	30s	100	1	6836
g	913	1201	5	5	0	0	30s	100	1	6836
g	872	1214	5	5	0	0	30s	100	1	6836
g	910	1211	5	5	0	0	30s	100	1	6836
g	831	1211	5	5	0	0	30s	100	1	6837
g	857	1215	5	5	0	0	30s	100	1	6837
g	895	1212	5	5	0	0	30s	100	1	6837
g	892	1205	5	5	0	0	30s	100	1	6837
g	887	1219	5	5	0	0	30s	100	1	6838
g	905	1210	5	5	0	0	30s	100	1	6838
g	865	1198	5	5	0	0	30s	100	1	6838
g	835	1207	5	5	0	0	30s	100	1	6838
g	809	1215	5	5	0	0	30s	100	1	6838
g	957	1228	5	5	0	0	30s	100	1	6838
g	1000	1214	5	5	0	0	30s	100	1	6838
g	418	1283	5	5	0	0	30s	100	1	6831
g	435	1290	5	5	0	0	30s	100	1	6831
g	442	1276	5	5	0	0	30s	100	1	6831
g	446	1306	5	5	0	0	30s	100	1	6831
g	475	651	5	5	0	0	30s	100	1	6831
g	492	639	5	5	0	0	30s	100	1	6831
g	487	666	5	5	0	0	30s	100	1	6831
g	481	668	5	5	0	0	30s	100	1	6831
g	230	1451	5	5	0	0	30s	100	1	6831
g	250	1445	5	5	0	0	30s	100	1	6831
g	252	1461	5	5	0	0	30s	100	1	6831
g	244	1459	5	5	0	0	30s	100	1	6831
g	1281	1435	5	5	0	0	30s	100	1	6831
g	1303	1453	5	5	0	0	30s	100	1	6831
g	1266	1450	5	5	0	0	30s	100	1	6831
